x,y,ore_type,density,hardness,fragmentation_index
4,6,sapphire,4.0,0.9,0.1
5,6,topaz,3.5,0.7,0.3
6,6,silver,10.5,0.7,0.3
7,6,gold,19.3,0.8,0.2
8,6,palladium,12.0,0.8,0.2
9,6,diamond,3.5,1.0,0.0
10,6,emerald,2.7,0.8,0.2
11,6,platinum,21.5,0.9,0.1
12,6,copper,8.96,0.6,0.4
13,6,topaz,3.5,0.7,0.3
14,6,emerald,2.7,0.8,0.2
15,6,platinum,21.5,0.9,0.1
16,6,gold,19.3,0.8,0.2
17,6,ruby,4.0,0.9,0.1
18,6,rock,2.5,0.6,0.4
19,6,gold,19.3,0.8,0.2
20,6,diamond,3.5,1.0,0.0
21,6,sapphire,4.0,0.9,0.1
22,6,graphite,2.3,0.2,0.8
23,6,diamond,3.5,1.0,0.0
24,6,platinum,21.5,0.9,0.1
25,6,sapphire,4.0,0.9,0.1
26,6,clay,1.8,0.4,0.6
27,6,ruby,4.0,0.9,0.1
28,6,sapphire,4.0,0.9,0.1
29,6,lead,11.3,0.8,0.2
0,7,diamond,3.5,1.0,0.0
1,7,palladium,12.0,0.8,0.2
2,7,iron,7.8,0.9,0.1
3,7,diamond,3.5,1.0,0.0
4,7,gold,19.3,0.8,0.2
5,7,silver,10.5,0.7,0.3
6,7,diamond,3.5,1.0,0.0
7,7,limestone,2.7,0.4,0.6
8,7,stone,2.5,0.6,0.4
9,7,diamond,3.5,1.0,0.0
10,7,quartz,2.65,0.8,0.2
11,7,copper,8.96,0.6,0.4
12,7,palladium,12.0,0.8,0.2
13,7,copper,8.96,0.6,0.4
14,7,silver,10.5,0.7,0.3
15,7,emerald,2.7,0.8,0.2
16,7,rock,2.5,0.6,0.4
17,7,marble,2.7,0.7,0.3
18,7,topaz,3.5,0.7,0.3
19,7,emerald,2.7,0.8,0.2
20,7,emerald,2.7,0.8,0.2
21,7,slate,2.7,0.8,0.2
22,7,copper,8.96,0.6,0.4
23,7,zinc,7.14,0.7,0.3
24,7,copper,8.96,0.6,0.4
25,7,graphite,2.3,0.2,0.8
26,7,zinc,7.14,0.7,0.3
27,7,platinum,21.5,0.9,0.1
28,7,sandstone,2.3,0.5,0.5
29,7,tin,7.3,0.6,0.4
0,8,aluminum,2.7,0.5,0.5
1,8,sapphire,4.0,0.9,0.1
2,8,aluminum,2.7,0.5,0.5
3,8,emerald,2.7,0.8,0.2
4,8,rock,2.5,0.6,0.4
5,8,diamond,3.5,1.0,0.0
6,8,quartz,2.65,0.8,0.2
7,8,rock,2.5,0.6,0.4
8,8,palladium,12.0,0.8,0.2
9,8,rock,2.5,0.6,0.4
10,8,ruby,4.0,0.9,0.1
11,8,topaz,3.5,0.7,0.3
12,8,diamond,3.5,1.0,0.0
13,8,graphite,2.3,0.2,0.8
14,8,mineral,2.8,0.65,0.35
15,8,silver,10.5,0.7,0.3
16,8,marble,2.7,0.7,0.3
17,8,gold,19.3,0.8,0.2
18,8,platinum,21.5,0.9,0.1
19,8,silver,10.5,0.7,0.3
20,8,topaz,3.5,0.7,0.3
21,8,copper,8.96,0.6,0.4
22,8,topaz,3.5,0.7,0.3
23,8,palladium,12.0,0.8,0.2
24,8,emerald,2.7,0.8,0.2
25,8,diamond,3.5,1.0,0.0
26,8,copper,8.96,0.6,0.4
27,8,platinum,21.5,0.9,0.1
28,8,diamond,3.5,1.0,0.0
29,8,topaz,3.5,0.7,0.3
0,9,lead,11.3,0.8,0.2
1,9,palladium,12.0,0.8,0.2
2,9,diamond,3.5,1.0,0.0
3,9,copper,8.96,0.6,0.4
4,9,palladium,12.0,0.8,0.2
5,9,diamond,3.5,1.0,0.0
6,9,limestone,2.7,0.4,0.6
7,9,gold,19.3,0.8,0.2
8,9,platinum,21.5,0.9,0.1
9,9,silver,10.5,0.7,0.3
10,9,sapphire,4.0,0.9,0.1
11,9,gold,19.3,0.8,0.2
12,9,silver,10.5,0.7,0.3
13,9,palladium,12.0,0.8,0.2
14,9,copper,8.96,0.6,0.4
15,9,silver,10.5,0.7,0.3
16,9,topaz,3.5,0.7,0.3
17,9,ruby,4.0,0.9,0.1
18,9,gold,19.3,0.8,0.2
19,9,diamond,3.5,1.0,0.0
20,9,platinum,21.5,0.9,0.1
21,9,copper,8.96,0.6,0.4
22,9,silver,10.5,0.7,0.3
23,9,diamond,3.5,1.0,0.0
24,9,topaz,3.5,0.7,0.3
25,9,palladium,12.0,0.8,0.2
26,9,gold,19.3,0.8,0.2
27,9,silver,10.5,0.7,0.3
28,9,topaz,3.5,0.7,0.3
29,9,platinum,21.5,0.9,0.1
0,10,ruby,4.0,0.9,0.1
1,10,copper,8.96,0.6,0.4
2,10,silver,10.5,0.7,0.3
3,10,silver,10.5,0.7,0.3
4,10,copper,8.96,0.6,0.4
5,10,emerald,2.7,0.8,0.2
6,10,ruby,4.0,0.9,0.1
7,10,diamond,3.5,1.0,0.0
8,10,ruby,4.0,0.9,0.1
9,10,granite,2.75,0.9,0.1
10,10,emerald,2.7,0.8,0.2
11,10,ore,3.0,0.7,0.3
12,10,limestone,2.7,0.4,0.6
13,10,emerald,2.7,0.8,0.2
14,10,sapphire,4.0,0.9,0.1
15,10,clay,1.8,0.4,0.6
16,10,sapphire,4.0,0.9,0.1
17,10,ore,3.0,0.7,0.3
18,10,palladium,12.0,0.8,0.2
19,10,platinum,21.5,0.9,0.1
20,10,iron,7.8,0.9,0.1
21,10,tin,7.3,0.6,0.4
22,10,palladium,12.0,0.8,0.2
23,10,sapphire,4.0,0.9,0.1
24,10,topaz,3.5,0.7,0.3
25,10,slate,2.7,0.8,0.2
26,10,gold,19.3,0.8,0.2
27,10,topaz,3.5,0.7,0.3
28,10,mineral,2.8,0.65,0.35
29,10,silver,10.5,0.7,0.3
0,11,topaz,3.5,0.7,0.3
1,11,aluminum,2.7,0.5,0.5
2,11,diamond,3.5,1.0,0.0
3,11,zinc,7.14,0.7,0.3
4,11,gold,19.3,0.8,0.2
5,11,quartz,2.65,0.8,0.2
6,11,ruby,4.0,0.9,0.1
7,11,platinum,21.5,0.9,0.1
8,11,silver,10.5,0.7,0.3
9,11,emerald,2.7,0.8,0.2
10,11,sapphire,4.0,0.9,0.1
11,11,platinum,21.5,0.9,0.1
12,11,platinum,21.5,0.9,0.1
13,11,silver,10.5,0.7,0.3
14,11,gold,19.3,0.8,0.2
15,11,emerald,2.7,0.8,0.2
16,11,palladium,12.0,0.8,0.2
17,11,limestone,2.7,0.4,0.6
18,11,diamond,3.5,1.0,0.0
19,11,ruby,4.0,0.9,0.1
20,11,gold,19.3,0.8,0.2
21,11,emerald,2.7,0.8,0.2
22,11,ruby,4.0,0.9,0.1
23,11,platinum,21.5,0.9,0.1
24,11,palladium,12.0,0.8,0.2
25,11,topaz,3.5,0.7,0.3
26,11,sapphire,4.0,0.9,0.1
27,11,gold,19.3,0.8,0.2
28,11,iron,7.8,0.9,0.1
29,11,silver,10.5,0.7,0.3
0,12,palladium,12.0,0.8,0.2
1,12,gold,19.3,0.8,0.2
2,12,coal,1.3,0.3,0.7
3,12,gold,19.3,0.8,0.2
4,12,diamond,3.5,1.0,0.0
5,12,copper,8.96,0.6,0.4
6,12,emerald,2.7,0.8,0.2
7,12,sapphire,4.0,0.9,0.1
8,12,copper,8.96,0.6,0.4
9,12,ruby,4.0,0.9,0.1
10,12,quartz,2.65,0.8,0.2
11,12,ruby,4.0,0.9,0.1
12,12,gold,19.3,0.8,0.2
13,12,gold,19.3,0.8,0.2
14,12,emerald,2.7,0.8,0.2
15,12,copper,8.96,0.6,0.4
16,12,ore,3.0,0.7,0.3
17,12,silver,10.5,0.7,0.3
18,12,diamond,3.5,1.0,0.0
19,12,copper,8.96,0.6,0.4
20,12,emerald,2.7,0.8,0.2
21,12,sapphire,4.0,0.9,0.1
22,12,silver,10.5,0.7,0.3
23,12,topaz,3.5,0.7,0.3
24,12,clay,1.8,0.4,0.6
25,12,clay,1.8,0.4,0.6
26,12,platinum,21.5,0.9,0.1
27,12,sapphire,4.0,0.9,0.1
28,12,silver,10.5,0.7,0.3
29,12,palladium,12.0,0.8,0.2
0,13,emerald,2.7,0.8,0.2
1,13,sapphire,4.0,0.9,0.1
2,13,palladium,12.0,0.8,0.2
3,13,emerald,2.7,0.8,0.2
4,13,diamond,3.5,1.0,0.0
5,13,silver,10.5,0.7,0.3
6,13,silver,10.5,0.7,0.3
7,13,coal,1.3,0.3,0.7
8,13,diamond,3.5,1.0,0.0
9,13,emerald,2.7,0.8,0.2
10,13,limestone,2.7,0.4,0.6
11,13,palladium,12.0,0.8,0.2
12,13,sapphire,4.0,0.9,0.1
13,13,gold,19.3,0.8,0.2
14,13,gold,19.3,0.8,0.2
15,13,ruby,4.0,0.9,0.1
16,13,gold,19.3,0.8,0.2
17,13,gold,19.3,0.8,0.2
18,13,palladium,12.0,0.8,0.2
19,13,zinc,7.14,0.7,0.3
20,13,gold,19.3,0.8,0.2
21,13,palladium,12.0,0.8,0.2
22,13,ruby,4.0,0.9,0.1
23,13,limestone,2.7,0.4,0.6
24,13,gold,19.3,0.8,0.2
25,13,slate,2.7,0.8,0.2
26,13,ruby,4.0,0.9,0.1
27,13,limestone,2.7,0.4,0.6
28,13,copper,8.96,0.6,0.4
29,13,diamond,3.5,1.0,0.0
0,14,platinum,21.5,0.9,0.1
1,14,silver,10.5,0.7,0.3
2,14,sandstone,2.3,0.5,0.5
3,14,coal,1.3,0.3,0.7
4,14,platinum,21.5,0.9,0.1
5,14,palladium,12.0,0.8,0.2
6,14,emerald,2.7,0.8,0.2
7,14,quartz,2.65,0.8,0.2
8,14,emerald,2.7,0.8,0.2
9,14,ruby,4.0,0.9,0.1
10,14,platinum,21.5,0.9,0.1
11,14,copper,8.96,0.6,0.4
12,14,palladium,12.0,0.8,0.2
13,14,diamond,3.5,1.0,0.0
14,14,platinum,21.5,0.9,0.1
15,14,graphite,2.3,0.2,0.8
16,14,palladium,12.0,0.8,0.2
17,14,tin,7.3,0.6,0.4
18,14,gold,19.3,0.8,0.2
19,14,lead,11.3,0.8,0.2
20,14,gold,19.3,0.8,0.2
21,14,platinum,21.5,0.9,0.1
22,14,topaz,3.5,0.7,0.3
23,14,emerald,2.7,0.8,0.2
24,14,sapphire,4.0,0.9,0.1
25,14,palladium,12.0,0.8,0.2
26,14,ruby,4.0,0.9,0.1
27,14,silver,10.5,0.7,0.3
28,14,gold,19.3,0.8,0.2
29,14,topaz,3.5,0.7,0.3
0,15,granite,2.75,0.9,0.1
1,15,ruby,4.0,0.9,0.1
2,15,palladium,12.0,0.8,0.2
3,15,ruby,4.0,0.9,0.1
4,15,palladium,12.0,0.8,0.2
5,15,copper,8.96,0.6,0.4
6,15,platinum,21.5,0.9,0.1
7,15,sapphire,4.0,0.9,0.1
8,15,zinc,7.14,0.7,0.3
9,15,topaz,3.5,0.7,0.3
10,15,iron,7.8,0.9,0.1
11,15,copper,8.96,0.6,0.4
12,15,diamond,3.5,1.0,0.0
13,15,aluminum,2.7,0.5,0.5
14,15,ruby,4.0,0.9,0.1
15,15,copper,8.96,0.6,0.4
16,15,zinc,7.14,0.7,0.3
17,15,palladium,12.0,0.8,0.2
18,15,stone,2.5,0.6,0.4
19,15,ruby,4.0,0.9,0.1
20,15,palladium,12.0,0.8,0.2
21,15,ruby,4.0,0.9,0.1
22,15,gold,19.3,0.8,0.2
23,15,silver,10.5,0.7,0.3
24,15,copper,8.96,0.6,0.4
25,15,topaz,3.5,0.7,0.3
26,15,topaz,3.5,0.7,0.3
27,15,silver,10.5,0.7,0.3
28,15,diamond,3.5,1.0,0.0
29,15,topaz,3.5,0.7,0.3
0,16,platinum,21.5,0.9,0.1
1,16,sapphire,4.0,0.9,0.1
2,16,palladium,12.0,0.8,0.2
3,16,emerald,2.7,0.8,0.2
4,16,silver,10.5,0.7,0.3
5,16,ruby,4.0,0.9,0.1
6,16,clay,1.8,0.4,0.6
7,16,topaz,3.5,0.7,0.3
8,16,aluminum,2.7,0.5,0.5
9,16,lead,11.3,0.8,0.2
10,16,platinum,21.5,0.9,0.1
11,16,palladium,12.0,0.8,0.2
12,16,coal,1.3,0.3,0.7
13,16,rock,2.5,0.6,0.4
14,16,gold,19.3,0.8,0.2
15,16,emerald,2.7,0.8,0.2
16,16,ruby,4.0,0.9,0.1
17,16,silver,10.5,0.7,0.3
18,16,iron,7.8,0.9,0.1
19,16,platinum,21.5,0.9,0.1
20,16,copper,8.96,0.6,0.4
21,16,copper,8.96,0.6,0.4
22,16,topaz,3.5,0.7,0.3
23,16,topaz,3.5,0.7,0.3
24,16,gold,19.3,0.8,0.2
25,16,topaz,3.5,0.7,0.3
26,16,ruby,4.0,0.9,0.1
27,16,mineral,2.8,0.65,0.35
28,16,diamond,3.5,1.0,0.0
29,16,coal,1.3,0.3,0.7
0,17,emerald,2.7,0.8,0.2
1,17,graphite,2.3,0.2,0.8
2,17,diamond,3.5,1.0,0.0
3,17,copper,8.96,0.6,0.4
4,17,copper,8.96,0.6,0.4
5,17,copper,8.96,0.6,0.4
6,17,platinum,21.5,0.9,0.1
7,17,sapphire,4.0,0.9,0.1
8,17,emerald,2.7,0.8,0.2
9,17,stone,2.5,0.6,0.4
10,17,topaz,3.5,0.7,0.3
11,17,platinum,21.5,0.9,0.1
12,17,emerald,2.7,0.8,0.2
13,17,ruby,4.0,0.9,0.1
14,17,platinum,21.5,0.9,0.1
15,17,sapphire,4.0,0.9,0.1
16,17,sandstone,2.3,0.5,0.5
17,17,diamond,3.5,1.0,0.0
18,17,sandstone,2.3,0.5,0.5
19,17,sapphire,4.0,0.9,0.1
20,17,ruby,4.0,0.9,0.1
21,17,platinum,21.5,0.9,0.1
22,17,copper,8.96,0.6,0.4
23,17,sapphire,4.0,0.9,0.1
24,17,topaz,3.5,0.7,0.3
25,17,platinum,21.5,0.9,0.1
26,17,topaz,3.5,0.7,0.3
27,17,emerald,2.7,0.8,0.2
28,17,silver,10.5,0.7,0.3
29,17,marble,2.7,0.7,0.3
0,18,granite,2.75,0.9,0.1
1,18,platinum,21.5,0.9,0.1
2,18,silver,10.5,0.7,0.3
3,18,stone,2.5,0.6,0.4
4,18,copper,8.96,0.6,0.4
5,18,granite,2.75,0.9,0.1
6,18,topaz,3.5,0.7,0.3
7,18,sapphire,4.0,0.9,0.1
8,18,platinum,21.5,0.9,0.1
9,18,platinum,21.5,0.9,0.1
10,18,sapphire,4.0,0.9,0.1
11,18,ruby,4.0,0.9,0.1
12,18,ruby,4.0,0.9,0.1
13,18,copper,8.96,0.6,0.4
14,18,ore,3.0,0.7,0.3
15,18,topaz,3.5,0.7,0.3
16,18,palladium,12.0,0.8,0.2
17,18,platinum,21.5,0.9,0.1
18,18,ruby,4.0,0.9,0.1
19,18,gold,19.3,0.8,0.2
20,18,copper,8.96,0.6,0.4
21,18,sapphire,4.0,0.9,0.1
22,18,gold,19.3,0.8,0.2
23,18,topaz,3.5,0.7,0.3
24,18,silver,10.5,0.7,0.3
25,18,stone,2.5,0.6,0.4
26,18,quartz,2.65,0.8,0.2
27,18,lead,11.3,0.8,0.2
28,18,copper,8.96,0.6,0.4
29,18,emerald,2.7,0.8,0.2
0,19,gold,19.3,0.8,0.2
1,19,coal,1.3,0.3,0.7
2,19,gold,19.3,0.8,0.2
3,19,tin,7.3,0.6,0.4
4,19,topaz,3.5,0.7,0.3
5,19,palladium,12.0,0.8,0.2
6,19,marble,2.7,0.7,0.3
7,19,sapphire,4.0,0.9,0.1
8,19,silver,10.5,0.7,0.3
9,19,platinum,21.5,0.9,0.1
10,19,sapphire,4.0,0.9,0.1
11,19,diamond,3.5,1.0,0.0
12,19,diamond,3.5,1.0,0.0
13,19,topaz,3.5,0.7,0.3
14,19,platinum,21.5,0.9,0.1
15,19,ruby,4.0,0.9,0.1
16,19,copper,8.96,0.6,0.4
17,19,silver,10.5,0.7,0.3
18,19,copper,8.96,0.6,0.4
19,19,sandstone,2.3,0.5,0.5
20,19,emerald,2.7,0.8,0.2
21,19,copper,8.96,0.6,0.4
22,19,silver,10.5,0.7,0.3
23,19,topaz,3.5,0.7,0.3
24,19,diamond,3.5,1.0,0.0
25,19,platinum,21.5,0.9,0.1
26,19,diamond,3.5,1.0,0.0
27,19,copper,8.96,0.6,0.4
28,19,diamond,3.5,1.0,0.0
29,19,platinum,21.5,0.9,0.1
