x,y,ore_type,density,hardness,fragmentation_index
14,2,lead,11.3,0.8,0.2
15,2,zinc,7.14,0.7,0.3
16,2,tin,7.3,0.6,0.4
17,2,platinum,21.5,0.9,0.1
18,2,palladium,12.0,0.8,0.2
19,2,coal,1.3,0.3,0.7
20,2,graphite,2.3,0.2,0.8
21,2,diamond,3.5,1.0,0.0
22,2,quartz,2.65,0.8,0.2
23,2,limestone,2.7,0.4,0.6
24,2,granite,2.75,0.9,0.1
25,2,sandstone,2.3,0.5,0.5
26,2,marble,2.7,0.7,0.3
27,2,slate,2.7,0.8,0.2
28,2,ruby,4.0,0.9,0.1
29,2,sapphire,4.0,0.9,0.1
0,3,emerald,2.7,0.8,0.2
1,3,topaz,3.5,0.7,0.3
2,3,iron,7.8,0.9,0.1
3,3,gold,19.3,0.8,0.2
4,3,silver,10.5,0.7,0.3
5,3,copper,8.96,0.6,0.4
6,3,aluminum,2.7,0.5,0.5
7,3,lead,11.3,0.8,0.2
8,3,zinc,7.14,0.7,0.3
9,3,tin,7.3,0.6,0.4
10,3,platinum,21.5,0.9,0.1
11,3,palladium,12.0,0.8,0.2
12,3,coal,1.3,0.3,0.7
13,3,graphite,2.3,0.2,0.8
14,3,diamond,3.5,1.0,0.0
15,3,quartz,2.65,0.8,0.2
16,3,limestone,2.7,0.4,0.6
17,3,granite,2.75,0.9,0.1
18,3,sandstone,2.3,0.5,0.5
19,3,marble,2.7,0.7,0.3
20,3,slate,2.7,0.8,0.2
21,3,ruby,4.0,0.9,0.1
22,3,sapphire,4.0,0.9,0.1
23,3,emerald,2.7,0.8,0.2
24,3,topaz,3.5,0.7,0.3
25,3,iron,7.8,0.9,0.1
26,3,gold,19.3,0.8,0.2
27,3,silver,10.5,0.7,0.3
28,3,copper,8.96,0.6,0.4
29,3,aluminum,2.7,0.5,0.5
0,4,lead,11.3,0.8,0.2
1,4,zinc,7.14,0.7,0.3
2,4,tin,7.3,0.6,0.4
3,4,platinum,21.5,0.9,0.1
4,4,palladium,12.0,0.8,0.2
5,4,coal,1.3,0.3,0.7
6,4,graphite,2.3,0.2,0.8
7,4,diamond,3.5,1.0,0.0
8,4,quartz,2.65,0.8,0.2
9,4,limestone,2.7,0.4,0.6
10,4,granite,2.75,0.9,0.1
11,4,sandstone,2.3,0.5,0.5
12,4,marble,2.7,0.7,0.3
13,4,slate,2.7,0.8,0.2
14,4,ruby,4.0,0.9,0.1
15,4,sapphire,4.0,0.9,0.1
16,4,emerald,2.7,0.8,0.2
17,4,topaz,3.5,0.7,0.3
18,4,iron,7.8,0.9,0.1
19,4,gold,19.3,0.8,0.2
20,4,silver,10.5,0.7,0.3
21,4,copper,8.96,0.6,0.4
22,4,aluminum,2.7,0.5,0.5
23,4,lead,11.3,0.8,0.2
24,4,zinc,7.14,0.7,0.3
25,4,tin,7.3,0.6,0.4
26,4,platinum,21.5,0.9,0.1
27,4,palladium,12.0,0.8,0.2
28,4,coal,1.3,0.3,0.7
29,4,graphite,2.3,0.2,0.8
0,5,diamond,3.5,1.0,0.0
1,5,quartz,2.65,0.8,0.2
2,5,limestone,2.7,0.4,0.6
3,5,granite,2.75,0.9,0.1
4,5,sandstone,2.3,0.5,0.5
5,5,marble,2.7,0.7,0.3
6,5,slate,2.7,0.8,0.2
7,5,ruby,4.0,0.9,0.1
8,5,sapphire,4.0,0.9,0.1
9,5,emerald,2.7,0.8,0.2
10,5,topaz,3.5,0.7,0.3
11,5,iron,7.8,0.9,0.1
12,5,gold,19.3,0.8,0.2
13,5,silver,10.5,0.7,0.3
14,5,copper,8.96,0.6,0.4
15,5,aluminum,2.7,0.5,0.5
16,5,lead,11.3,0.8,0.2
17,5,zinc,7.14,0.7,0.3
18,5,tin,7.3,0.6,0.4
19,5,platinum,21.5,0.9,0.1
20,5,palladium,12.0,0.8,0.2
21,5,coal,1.3,0.3,0.7
22,5,graphite,2.3,0.2,0.8
23,5,diamond,3.5,1.0,0.0
24,5,quartz,2.65,0.8,0.2
25,5,limestone,2.7,0.4,0.6
26,5,granite,2.75,0.9,0.1
27,5,sandstone,2.3,0.5,0.5
28,5,marble,2.7,0.7,0.3
29,5,slate,2.7,0.8,0.2
0,6,ruby,4.0,0.9,0.1
1,6,sapphire,4.0,0.9,0.1
2,6,emerald,2.7,0.8,0.2
3,6,topaz,3.5,0.7,0.3
4,6,iron,7.8,0.9,0.1
5,6,gold,19.3,0.8,0.2
6,6,silver,10.5,0.7,0.3
7,6,copper,8.96,0.6,0.4
8,6,aluminum,2.7,0.5,0.5
9,6,lead,11.3,0.8,0.2
10,6,zinc,7.14,0.7,0.3
11,6,tin,7.3,0.6,0.4
12,6,platinum,21.5,0.9,0.1
13,6,palladium,12.0,0.8,0.2
14,6,coal,1.3,0.3,0.7
15,6,graphite,2.3,0.2,0.8
16,6,diamond,3.5,1.0,0.0
17,6,quartz,2.65,0.8,0.2
18,6,limestone,2.7,0.4,0.6
19,6,granite,2.75,0.9,0.1
20,6,sandstone,2.3,0.5,0.5
21,6,marble,2.7,0.7,0.3
22,6,slate,2.7,0.8,0.2
23,6,ruby,4.0,0.9,0.1
24,6,sapphire,4.0,0.9,0.1
25,6,emerald,2.7,0.8,0.2
26,6,topaz,3.5,0.7,0.3
27,6,iron,7.8,0.9,0.1
28,6,gold,19.3,0.8,0.2
29,6,silver,10.5,0.7,0.3
0,7,copper,8.96,0.6,0.4
1,7,aluminum,2.7,0.5,0.5
2,7,lead,11.3,0.8,0.2
3,7,zinc,7.14,0.7,0.3
4,7,tin,7.3,0.6,0.4
5,7,platinum,21.5,0.9,0.1
6,7,palladium,12.0,0.8,0.2
7,7,coal,1.3,0.3,0.7
8,7,graphite,2.3,0.2,0.8
9,7,diamond,3.5,1.0,0.0
10,7,quartz,2.65,0.8,0.2
11,7,limestone,2.7,0.4,0.6
12,7,granite,2.75,0.9,0.1
13,7,sandstone,2.3,0.5,0.5
14,7,marble,2.7,0.7,0.3
15,7,slate,2.7,0.8,0.2
16,7,ruby,4.0,0.9,0.1
17,7,sapphire,4.0,0.9,0.1
18,7,emerald,2.7,0.8,0.2
19,7,topaz,3.5,0.7,0.3
20,7,iron,7.8,0.9,0.1
21,7,gold,19.3,0.8,0.2
22,7,silver,10.5,0.7,0.3
23,7,copper,8.96,0.6,0.4
24,7,aluminum,2.7,0.5,0.5
25,7,lead,11.3,0.8,0.2
26,7,zinc,7.14,0.7,0.3
27,7,tin,7.3,0.6,0.4
28,7,platinum,21.5,0.9,0.1
29,7,palladium,12.0,0.8,0.2
0,8,coal,1.3,0.3,0.7
1,8,graphite,2.3,0.2,0.8
2,8,diamond,3.5,1.0,0.0
3,8,quartz,2.65,0.8,0.2
4,8,limestone,2.7,0.4,0.6
5,8,granite,2.75,0.9,0.1
6,8,sandstone,2.3,0.5,0.5
7,8,marble,2.7,0.7,0.3
8,8,slate,2.7,0.8,0.2
9,8,ruby,4.0,0.9,0.1
10,8,sapphire,4.0,0.9,0.1
11,8,emerald,2.7,0.8,0.2
12,8,topaz,3.5,0.7,0.3
13,8,iron,7.8,0.9,0.1
14,8,gold,19.3,0.8,0.2
15,8,silver,10.5,0.7,0.3
16,8,copper,8.96,0.6,0.4
17,8,aluminum,2.7,0.5,0.5
18,8,lead,11.3,0.8,0.2
19,8,zinc,7.14,0.7,0.3
20,8,tin,7.3,0.6,0.4
21,8,platinum,21.5,0.9,0.1
22,8,palladium,12.0,0.8,0.2
23,8,coal,1.3,0.3,0.7
24,8,graphite,2.3,0.2,0.8
25,8,diamond,3.5,1.0,0.0
26,8,quartz,2.65,0.8,0.2
27,8,limestone,2.7,0.4,0.6
28,8,granite,2.75,0.9,0.1
29,8,sandstone,2.3,0.5,0.5
0,9,marble,2.7,0.7,0.3
1,9,slate,2.7,0.8,0.2
2,9,ruby,4.0,0.9,0.1
3,9,sapphire,4.0,0.9,0.1
4,9,emerald,2.7,0.8,0.2
5,9,topaz,3.5,0.7,0.3
6,9,iron,7.8,0.9,0.1
7,9,gold,19.3,0.8,0.2
8,9,silver,10.5,0.7,0.3
9,9,copper,8.96,0.6,0.4
10,9,aluminum,2.7,0.5,0.5
11,9,lead,11.3,0.8,0.2
12,9,zinc,7.14,0.7,0.3
13,9,tin,7.3,0.6,0.4
14,9,platinum,21.5,0.9,0.1
15,9,palladium,12.0,0.8,0.2
16,9,coal,1.3,0.3,0.7
17,9,graphite,2.3,0.2,0.8
18,9,diamond,3.5,1.0,0.0
19,9,quartz,2.65,0.8,0.2
20,9,limestone,2.7,0.4,0.6
21,9,granite,2.75,0.9,0.1
22,9,sandstone,2.3,0.5,0.5
23,9,marble,2.7,0.7,0.3
24,9,slate,2.7,0.8,0.2
25,9,ruby,4.0,0.9,0.1
26,9,sapphire,4.0,0.9,0.1
27,9,emerald,2.7,0.8,0.2
28,9,topaz,3.5,0.7,0.3
29,9,iron,7.8,0.9,0.1
0,10,gold,19.3,0.8,0.2
1,10,silver,10.5,0.7,0.3
2,10,copper,8.96,0.6,0.4
3,10,aluminum,2.7,0.5,0.5
4,10,lead,11.3,0.8,0.2
5,10,zinc,7.14,0.7,0.3
6,10,tin,7.3,0.6,0.4
7,10,platinum,21.5,0.9,0.1
8,10,palladium,12.0,0.8,0.2
9,10,coal,1.3,0.3,0.7
10,10,graphite,2.3,0.2,0.8
11,10,diamond,3.5,1.0,0.0
12,10,quartz,2.65,0.8,0.2
13,10,limestone,2.7,0.4,0.6
14,10,granite,2.75,0.9,0.1
15,10,sandstone,2.3,0.5,0.5
16,10,marble,2.7,0.7,0.3
17,10,slate,2.7,0.8,0.2
18,10,ruby,4.0,0.9,0.1
19,10,sapphire,4.0,0.9,0.1
20,10,emerald,2.7,0.8,0.2
21,10,topaz,3.5,0.7,0.3
22,10,iron,7.8,0.9,0.1
23,10,gold,19.3,0.8,0.2
24,10,silver,10.5,0.7,0.3
25,10,copper,8.96,0.6,0.4
26,10,aluminum,2.7,0.5,0.5
27,10,lead,11.3,0.8,0.2
28,10,zinc,7.14,0.7,0.3
29,10,tin,7.3,0.6,0.4
0,11,platinum,21.5,0.9,0.1
1,11,palladium,12.0,0.8,0.2
2,11,coal,1.3,0.3,0.7
3,11,graphite,2.3,0.2,0.8
4,11,diamond,3.5,1.0,0.0
5,11,quartz,2.65,0.8,0.2
6,11,limestone,2.7,0.4,0.6
7,11,granite,2.75,0.9,0.1
8,11,sandstone,2.3,0.5,0.5
9,11,marble,2.7,0.7,0.3
10,11,slate,2.7,0.8,0.2
11,11,ruby,4.0,0.9,0.1
12,11,sapphire,4.0,0.9,0.1
13,11,emerald,2.7,0.8,0.2
14,11,topaz,3.5,0.7,0.3
15,11,iron,7.8,0.9,0.1
16,11,gold,19.3,0.8,0.2
17,11,silver,10.5,0.7,0.3
18,11,copper,8.96,0.6,0.4
19,11,aluminum,2.7,0.5,0.5
20,11,lead,11.3,0.8,0.2
21,11,zinc,7.14,0.7,0.3
22,11,tin,7.3,0.6,0.4
23,11,platinum,21.5,0.9,0.1
24,11,palladium,12.0,0.8,0.2
25,11,coal,1.3,0.3,0.7
26,11,graphite,2.3,0.2,0.8
27,11,diamond,3.5,1.0,0.0
28,11,quartz,2.65,0.8,0.2
29,11,limestone,2.7,0.4,0.6
0,12,granite,2.75,0.9,0.1
1,12,sandstone,2.3,0.5,0.5
2,12,marble,2.7,0.7,0.3
3,12,slate,2.7,0.8,0.2
4,12,ruby,4.0,0.9,0.1
5,12,sapphire,4.0,0.9,0.1
6,12,emerald,2.7,0.8,0.2
7,12,topaz,3.5,0.7,0.3
8,12,iron,7.8,0.9,0.1
9,12,gold,19.3,0.8,0.2
10,12,silver,10.5,0.7,0.3
11,12,copper,8.96,0.6,0.4
12,12,aluminum,2.7,0.5,0.5
13,12,lead,11.3,0.8,0.2
14,12,zinc,7.14,0.7,0.3
15,12,tin,7.3,0.6,0.4
16,12,platinum,21.5,0.9,0.1
17,12,palladium,12.0,0.8,0.2
18,12,coal,1.3,0.3,0.7
19,12,graphite,2.3,0.2,0.8
20,12,diamond,3.5,1.0,0.0
21,12,quartz,2.65,0.8,0.2
22,12,limestone,2.7,0.4,0.6
23,12,granite,2.75,0.9,0.1
24,12,sandstone,2.3,0.5,0.5
25,12,marble,2.7,0.7,0.3
26,12,slate,2.7,0.8,0.2
27,12,ruby,4.0,0.9,0.1
28,12,sapphire,4.0,0.9,0.1
29,12,emerald,2.7,0.8,0.2
0,13,topaz,3.5,0.7,0.3
1,13,iron,7.8,0.9,0.1
2,13,gold,19.3,0.8,0.2
3,13,silver,10.5,0.7,0.3
4,13,copper,8.96,0.6,0.4
5,13,aluminum,2.7,0.5,0.5
6,13,lead,11.3,0.8,0.2
7,13,zinc,7.14,0.7,0.3
8,13,tin,7.3,0.6,0.4
9,13,platinum,21.5,0.9,0.1
10,13,palladium,12.0,0.8,0.2
11,13,coal,1.3,0.3,0.7
12,13,graphite,2.3,0.2,0.8
13,13,diamond,3.5,1.0,0.0
14,13,quartz,2.65,0.8,0.2
15,13,limestone,2.7,0.4,0.6
16,13,granite,2.75,0.9,0.1
17,13,sandstone,2.3,0.5,0.5
18,13,marble,2.7,0.7,0.3
19,13,slate,2.7,0.8,0.2
20,13,ruby,4.0,0.9,0.1
21,13,sapphire,4.0,0.9,0.1
22,13,emerald,2.7,0.8,0.2
23,13,topaz,3.5,0.7,0.3
24,13,iron,7.8,0.9,0.1
25,13,gold,19.3,0.8,0.2
26,13,silver,10.5,0.7,0.3
27,13,copper,8.96,0.6,0.4
28,13,aluminum,2.7,0.5,0.5
29,13,lead,11.3,0.8,0.2
0,14,zinc,7.14,0.7,0.3
1,14,tin,7.3,0.6,0.4
2,14,platinum,21.5,0.9,0.1
3,14,palladium,12.0,0.8,0.2
4,14,coal,1.3,0.3,0.7
5,14,graphite,2.3,0.2,0.8
6,14,diamond,3.5,1.0,0.0
7,14,quartz,2.65,0.8,0.2
8,14,limestone,2.7,0.4,0.6
9,14,granite,2.75,0.9,0.1
10,14,sandstone,2.3,0.5,0.5
11,14,marble,2.7,0.7,0.3
12,14,slate,2.7,0.8,0.2
13,14,ruby,4.0,0.9,0.1
14,14,sapphire,4.0,0.9,0.1
15,14,emerald,2.7,0.8,0.2
16,14,topaz,3.5,0.7,0.3
17,14,iron,7.8,0.9,0.1
18,14,gold,19.3,0.8,0.2
19,14,silver,10.5,0.7,0.3
20,14,copper,8.96,0.6,0.4
21,14,aluminum,2.7,0.5,0.5
22,14,lead,11.3,0.8,0.2
23,14,zinc,7.14,0.7,0.3
24,14,tin,7.3,0.6,0.4
25,14,platinum,21.5,0.9,0.1
26,14,palladium,12.0,0.8,0.2
27,14,coal,1.3,0.3,0.7
28,14,graphite,2.3,0.2,0.8
29,14,diamond,3.5,1.0,0.0
0,15,quartz,2.65,0.8,0.2
1,15,limestone,2.7,0.4,0.6
2,15,granite,2.75,0.9,0.1
3,15,sandstone,2.3,0.5,0.5
4,15,marble,2.7,0.7,0.3
5,15,slate,2.7,0.8,0.2
6,15,ruby,4.0,0.9,0.1
7,15,sapphire,4.0,0.9,0.1
8,15,emerald,2.7,0.8,0.2
9,15,topaz,3.5,0.7,0.3
10,15,iron,7.8,0.9,0.1
11,15,gold,19.3,0.8,0.2
12,15,silver,10.5,0.7,0.3
13,15,copper,8.96,0.6,0.4
14,15,aluminum,2.7,0.5,0.5
15,15,lead,11.3,0.8,0.2
16,15,zinc,7.14,0.7,0.3
17,15,tin,7.3,0.6,0.4
18,15,platinum,21.5,0.9,0.1
19,15,palladium,12.0,0.8,0.2
20,15,coal,1.3,0.3,0.7
21,15,graphite,2.3,0.2,0.8
22,15,diamond,3.5,1.0,0.0
23,15,quartz,2.65,0.8,0.2
24,15,limestone,2.7,0.4,0.6
25,15,granite,2.75,0.9,0.1
26,15,sandstone,2.3,0.5,0.5
27,15,marble,2.7,0.7,0.3
28,15,slate,2.7,0.8,0.2
29,15,ruby,4.0,0.9,0.1
0,16,sapphire,4.0,0.9,0.1
1,16,emerald,2.7,0.8,0.2
2,16,topaz,3.5,0.7,0.3
3,16,iron,7.8,0.9,0.1
4,16,gold,19.3,0.8,0.2
5,16,silver,10.5,0.7,0.3
6,16,copper,8.96,0.6,0.4
7,16,aluminum,2.7,0.5,0.5
8,16,lead,11.3,0.8,0.2
9,16,zinc,7.14,0.7,0.3
10,16,tin,7.3,0.6,0.4
11,16,platinum,21.5,0.9,0.1
12,16,palladium,12.0,0.8,0.2
13,16,coal,1.3,0.3,0.7
14,16,graphite,2.3,0.2,0.8
15,16,diamond,3.5,1.0,0.0
16,16,quartz,2.65,0.8,0.2
17,16,limestone,2.7,0.4,0.6
18,16,granite,2.75,0.9,0.1
19,16,sandstone,2.3,0.5,0.5
20,16,marble,2.7,0.7,0.3
21,16,slate,2.7,0.8,0.2
22,16,ruby,4.0,0.9,0.1
23,16,sapphire,4.0,0.9,0.1
24,16,emerald,2.7,0.8,0.2
25,16,topaz,3.5,0.7,0.3
26,16,iron,7.8,0.9,0.1
27,16,gold,19.3,0.8,0.2
28,16,silver,10.5,0.7,0.3
29,16,copper,8.96,0.6,0.4
0,17,aluminum,2.7,0.5,0.5
1,17,lead,11.3,0.8,0.2
2,17,zinc,7.14,0.7,0.3
3,17,tin,7.3,0.6,0.4
4,17,platinum,21.5,0.9,0.1
5,17,palladium,12.0,0.8,0.2
6,17,coal,1.3,0.3,0.7
7,17,graphite,2.3,0.2,0.8
8,17,diamond,3.5,1.0,0.0
9,17,quartz,2.65,0.8,0.2
10,17,limestone,2.7,0.4,0.6
11,17,granite,2.75,0.9,0.1
12,17,sandstone,2.3,0.5,0.5
13,17,marble,2.7,0.7,0.3
14,17,slate,2.7,0.8,0.2
15,17,ruby,4.0,0.9,0.1
16,17,sapphire,4.0,0.9,0.1
17,17,emerald,2.7,0.8,0.2
18,17,topaz,3.5,0.7,0.3
19,17,iron,7.8,0.9,0.1
20,17,gold,19.3,0.8,0.2
21,17,silver,10.5,0.7,0.3
22,17,copper,8.96,0.6,0.4
23,17,aluminum,2.7,0.5,0.5
24,17,lead,11.3,0.8,0.2
25,17,zinc,7.14,0.7,0.3
26,17,tin,7.3,0.6,0.4
27,17,platinum,21.5,0.9,0.1
28,17,palladium,12.0,0.8,0.2
29,17,coal,1.3,0.3,0.7
0,18,graphite,2.3,0.2,0.8
1,18,diamond,3.5,1.0,0.0
2,18,quartz,2.65,0.8,0.2
3,18,limestone,2.7,0.4,0.6
4,18,granite,2.75,0.9,0.1
5,18,sandstone,2.3,0.5,0.5
6,18,marble,2.7,0.7,0.3
7,18,slate,2.7,0.8,0.2
8,18,ruby,4.0,0.9,0.1
9,18,sapphire,4.0,0.9,0.1
10,18,emerald,2.7,0.8,0.2
11,18,topaz,3.5,0.7,0.3
12,18,iron,7.8,0.9,0.1
13,18,gold,19.3,0.8,0.2
14,18,silver,10.5,0.7,0.3
15,18,copper,8.96,0.6,0.4
16,18,aluminum,2.7,0.5,0.5
17,18,lead,11.3,0.8,0.2
18,18,zinc,7.14,0.7,0.3
19,18,tin,7.3,0.6,0.4
20,18,platinum,21.5,0.9,0.1
21,18,palladium,12.0,0.8,0.2
22,18,coal,1.3,0.3,0.7
23,18,graphite,2.3,0.2,0.8
24,18,diamond,3.5,1.0,0.0
25,18,quartz,2.65,0.8,0.2
26,18,limestone,2.7,0.4,0.6
27,18,granite,2.75,0.9,0.1
28,18,sandstone,2.3,0.5,0.5
29,18,marble,2.7,0.7,0.3
0,19,slate,2.7,0.8,0.2
1,19,ruby,4.0,0.9,0.1
2,19,sapphire,4.0,0.9,0.1
3,19,emerald,2.7,0.8,0.2
4,19,topaz,3.5,0.7,0.3
5,19,iron,7.8,0.9,0.1
6,19,gold,19.3,0.8,0.2
7,19,silver,10.5,0.7,0.3
8,19,copper,8.96,0.6,0.4
9,19,aluminum,2.7,0.5,0.5
10,19,lead,11.3,0.8,0.2
11,19,zinc,7.14,0.7,0.3
12,19,tin,7.3,0.6,0.4
13,19,platinum,21.5,0.9,0.1
14,19,palladium,12.0,0.8,0.2
15,19,coal,1.3,0.3,0.7
16,19,graphite,2.3,0.2,0.8
17,19,diamond,3.5,1.0,0.0
18,19,quartz,2.65,0.8,0.2
19,19,limestone,2.7,0.4,0.6
20,19,granite,2.75,0.9,0.1
21,19,sandstone,2.3,0.5,0.5
22,19,marble,2.7,0.7,0.3
23,19,slate,2.7,0.8,0.2
24,19,ruby,4.0,0.9,0.1
25,19,sapphire,4.0,0.9,0.1
26,19,emerald,2.7,0.8,0.2
27,19,topaz,3.5,0.7,0.3
28,19,iron,7.8,0.9,0.1
29,19,gold,19.3,0.8,0.2
