x,y,ore_type,density,hardness,fragmentation_index
10,11,marble,2.7,0.7,0.3
11,11,gold,19.3,0.8,0.2
12,11,copper,8.96,0.6,0.4
13,11,palladium,12.0,0.8,0.2
14,11,topaz,3.5,0.7,0.3
15,11,granite,2.75,0.9,0.1
16,11,silver,10.5,0.7,0.3
17,11,gold,19.3,0.8,0.2
18,11,sapphire,4.0,0.9,0.1
19,11,platinum,21.5,0.9,0.1
0,12,gold,19.3,0.8,0.2
1,12,ruby,4.0,0.9,0.1
2,12,silver,10.5,0.7,0.3
3,12,platinum,21.5,0.9,0.1
4,12,platinum,21.5,0.9,0.1
5,12,copper,8.96,0.6,0.4
6,12,ruby,4.0,0.9,0.1
7,12,coal,1.3,0.3,0.7
8,12,ruby,4.0,0.9,0.1
9,12,ruby,4.0,0.9,0.1
10,12,tin,7.3,0.6,0.4
11,12,silver,10.5,0.7,0.3
12,12,copper,8.96,0.6,0.4
13,12,sapphire,4.0,0.9,0.1
14,12,platinum,21.5,0.9,0.1
15,12,silver,10.5,0.7,0.3
16,12,platinum,21.5,0.9,0.1
17,12,ruby,4.0,0.9,0.1
18,12,palladium,12.0,0.8,0.2
19,12,tin,7.3,0.6,0.4
0,13,platinum,21.5,0.9,0.1
1,13,copper,8.96,0.6,0.4
2,13,gold,19.3,0.8,0.2
3,13,platinum,21.5,0.9,0.1
4,13,sapphire,4.0,0.9,0.1
5,13,gold,19.3,0.8,0.2
6,13,copper,8.96,0.6,0.4
7,13,topaz,3.5,0.7,0.3
8,13,aluminum,2.7,0.5,0.5
9,13,palladium,12.0,0.8,0.2
10,13,ruby,4.0,0.9,0.1
11,13,platinum,21.5,0.9,0.1
12,13,sapphire,4.0,0.9,0.1
13,13,clay,1.8,0.4,0.6
14,13,iron,7.8,0.9,0.1
15,13,sapphire,4.0,0.9,0.1
16,13,iron,7.8,0.9,0.1
17,13,platinum,21.5,0.9,0.1
18,13,silver,10.5,0.7,0.3
19,13,topaz,3.5,0.7,0.3
0,14,emerald,2.7,0.8,0.2
1,14,copper,8.96,0.6,0.4
2,14,sapphire,4.0,0.9,0.1
3,14,emerald,2.7,0.8,0.2
4,14,limestone,2.7,0.4,0.6
5,14,gold,19.3,0.8,0.2
6,14,copper,8.96,0.6,0.4
7,14,platinum,21.5,0.9,0.1
8,14,sapphire,4.0,0.9,0.1
9,14,silver,10.5,0.7,0.3
10,14,graphite,2.3,0.2,0.8
11,14,topaz,3.5,0.7,0.3
12,14,topaz,3.5,0.7,0.3
13,14,palladium,12.0,0.8,0.2
14,14,emerald,2.7,0.8,0.2
15,14,sapphire,4.0,0.9,0.1
16,14,ruby,4.0,0.9,0.1
17,14,silver,10.5,0.7,0.3
18,14,palladium,12.0,0.8,0.2
19,14,silver,10.5,0.7,0.3
