x,y,ore_type,density,hardness,fragmentation_index
7,9,tin,7.3,0.6,0.4
8,9,slate,2.7,0.8,0.2
9,9,sapphire,4.0,0.9,0.1
10,9,silver,10.5,0.7,0.3
11,9,platinum,21.5,0.9,0.1
12,9,slate,2.7,0.8,0.2
13,9,silver,10.5,0.7,0.3
14,9,silver,10.5,0.7,0.3
15,9,iron,7.8,0.9,0.1
16,9,zinc,7.14,0.7,0.3
17,9,gold,19.3,0.8,0.2
18,9,granite,2.75,0.9,0.1
19,9,gold,19.3,0.8,0.2
0,10,silver,10.5,0.7,0.3
1,10,tin,7.3,0.6,0.4
2,10,lead,11.3,0.8,0.2
3,10,mineral,2.8,0.65,0.35
4,10,palladium,12.0,0.8,0.2
5,10,silver,10.5,0.7,0.3
6,10,slate,2.7,0.8,0.2
7,10,platinum,21.5,0.9,0.1
8,10,silver,10.5,0.7,0.3
9,10,iron,7.8,0.9,0.1
10,10,sapphire,4.0,0.9,0.1
11,10,marble,2.7,0.7,0.3
12,10,emerald,2.7,0.8,0.2
13,10,marble,2.7,0.7,0.3
14,10,platinum,21.5,0.9,0.1
15,10,topaz,3.5,0.7,0.3
16,10,aluminum,2.7,0.5,0.5
17,10,gold,19.3,0.8,0.2
18,10,palladium,12.0,0.8,0.2
19,10,rock,2.5,0.6,0.4
0,11,platinum,21.5,0.9,0.1
1,11,graphite,2.3,0.2,0.8
2,11,rock,2.5,0.6,0.4
3,11,granite,2.75,0.9,0.1
4,11,palladium,12.0,0.8,0.2
5,11,emerald,2.7,0.8,0.2
6,11,lead,11.3,0.8,0.2
7,11,ruby,4.0,0.9,0.1
8,11,lead,11.3,0.8,0.2
9,11,graphite,2.3,0.2,0.8
10,11,mineral,2.8,0.65,0.35
11,11,gold,19.3,0.8,0.2
12,11,copper,8.96,0.6,0.4
13,11,iron,7.8,0.9,0.1
14,11,diamond,3.5,1.0,0.0
15,11,silver,10.5,0.7,0.3
16,11,diamond,3.5,1.0,0.0
17,11,emerald,2.7,0.8,0.2
18,11,silver,10.5,0.7,0.3
19,11,mineral,2.8,0.65,0.35
0,12,topaz,3.5,0.7,0.3
1,12,diamond,3.5,1.0,0.0
2,12,marble,2.7,0.7,0.3
3,12,limestone,2.7,0.4,0.6
4,12,platinum,21.5,0.9,0.1
5,12,tin,7.3,0.6,0.4
6,12,stone,2.5,0.6,0.4
7,12,clay,1.8,0.4,0.6
8,12,topaz,3.5,0.7,0.3
9,12,granite,2.75,0.9,0.1
10,12,quartz,2.65,0.8,0.2
11,12,sapphire,4.0,0.9,0.1
12,12,ore,3.0,0.7,0.3
13,12,ore,3.0,0.7,0.3
14,12,iron,7.8,0.9,0.1
15,12,ruby,4.0,0.9,0.1
16,12,ruby,4.0,0.9,0.1
17,12,copper,8.96,0.6,0.4
18,12,gold,19.3,0.8,0.2
19,12,silver,10.5,0.7,0.3
0,13,diamond,3.5,1.0,0.0
1,13,emerald,2.7,0.8,0.2
2,13,copper,8.96,0.6,0.4
3,13,graphite,2.3,0.2,0.8
4,13,rock,2.5,0.6,0.4
5,13,topaz,3.5,0.7,0.3
6,13,gold,19.3,0.8,0.2
7,13,ore,3.0,0.7,0.3
8,13,gold,19.3,0.8,0.2
9,13,emerald,2.7,0.8,0.2
10,13,emerald,2.7,0.8,0.2
11,13,ruby,4.0,0.9,0.1
12,13,emerald,2.7,0.8,0.2
13,13,clay,1.8,0.4,0.6
14,13,silver,10.5,0.7,0.3
15,13,topaz,3.5,0.7,0.3
16,13,silver,10.5,0.7,0.3
17,13,copper,8.96,0.6,0.4
18,13,ruby,4.0,0.9,0.1
19,13,topaz,3.5,0.7,0.3
0,14,sandstone,2.3,0.5,0.5
1,14,emerald,2.7,0.8,0.2
2,14,tin,7.3,0.6,0.4
3,14,sandstone,2.3,0.5,0.5
4,14,tin,7.3,0.6,0.4
5,14,granite,2.75,0.9,0.1
6,14,platinum,21.5,0.9,0.1
7,14,emerald,2.7,0.8,0.2
8,14,gold,19.3,0.8,0.2
9,14,diamond,3.5,1.0,0.0
10,14,coal,1.3,0.3,0.7
11,14,stone,2.5,0.6,0.4
12,14,mineral,2.8,0.65,0.35
13,14,topaz,3.5,0.7,0.3
14,14,emerald,2.7,0.8,0.2
15,14,gold,19.3,0.8,0.2
16,14,palladium,12.0,0.8,0.2
17,14,platinum,21.5,0.9,0.1
18,14,sapphire,4.0,0.9,0.1
19,14,topaz,3.5,0.7,0.3
0,15,emerald,2.7,0.8,0.2
1,15,palladium,12.0,0.8,0.2
2,15,emerald,2.7,0.8,0.2
3,15,sandstone,2.3,0.5,0.5
4,15,sapphire,4.0,0.9,0.1
5,15,diamond,3.5,1.0,0.0
6,15,platinum,21.5,0.9,0.1
7,15,topaz,3.5,0.7,0.3
8,15,sandstone,2.3,0.5,0.5
9,15,zinc,7.14,0.7,0.3
10,15,diamond,3.5,1.0,0.0
11,15,topaz,3.5,0.7,0.3
12,15,stone,2.5,0.6,0.4
13,15,stone,2.5,0.6,0.4
14,15,coal,1.3,0.3,0.7
15,15,silver,10.5,0.7,0.3
16,15,emerald,2.7,0.8,0.2
17,15,gold,19.3,0.8,0.2
18,15,coal,1.3,0.3,0.7
19,15,sapphire,4.0,0.9,0.1
0,16,sapphire,4.0,0.9,0.1
1,16,palladium,12.0,0.8,0.2
2,16,rock,2.5,0.6,0.4
3,16,emerald,2.7,0.8,0.2
4,16,ore,3.0,0.7,0.3
5,16,sapphire,4.0,0.9,0.1
6,16,zinc,7.14,0.7,0.3
7,16,silver,10.5,0.7,0.3
8,16,palladium,12.0,0.8,0.2
9,16,rock,2.5,0.6,0.4
10,16,palladium,12.0,0.8,0.2
11,16,clay,1.8,0.4,0.6
12,16,emerald,2.7,0.8,0.2
13,16,quartz,2.65,0.8,0.2
14,16,gold,19.3,0.8,0.2
15,16,aluminum,2.7,0.5,0.5
16,16,sandstone,2.3,0.5,0.5
17,16,iron,7.8,0.9,0.1
18,16,platinum,21.5,0.9,0.1
19,16,ore,3.0,0.7,0.3
0,17,ore,3.0,0.7,0.3
1,17,sapphire,4.0,0.9,0.1
2,17,zinc,7.14,0.7,0.3
3,17,diamond,3.5,1.0,0.0
4,17,zinc,7.14,0.7,0.3
5,17,palladium,12.0,0.8,0.2
6,17,platinum,21.5,0.9,0.1
7,17,granite,2.75,0.9,0.1
8,17,sandstone,2.3,0.5,0.5
9,17,silver,10.5,0.7,0.3
10,17,platinum,21.5,0.9,0.1
11,17,copper,8.96,0.6,0.4
12,17,palladium,12.0,0.8,0.2
13,17,emerald,2.7,0.8,0.2
14,17,silver,10.5,0.7,0.3
15,17,tin,7.3,0.6,0.4
16,17,sapphire,4.0,0.9,0.1
17,17,ruby,4.0,0.9,0.1
18,17,emerald,2.7,0.8,0.2
19,17,palladium,12.0,0.8,0.2
0,18,sapphire,4.0,0.9,0.1
1,18,sapphire,4.0,0.9,0.1
2,18,palladium,12.0,0.8,0.2
3,18,aluminum,2.7,0.5,0.5
4,18,limestone,2.7,0.4,0.6
5,18,clay,1.8,0.4,0.6
6,18,coal,1.3,0.3,0.7
7,18,silver,10.5,0.7,0.3
8,18,topaz,3.5,0.7,0.3
9,18,copper,8.96,0.6,0.4
10,18,marble,2.7,0.7,0.3
11,18,ruby,4.0,0.9,0.1
12,18,zinc,7.14,0.7,0.3
13,18,diamond,3.5,1.0,0.0
14,18,lead,11.3,0.8,0.2
15,18,limestone,2.7,0.4,0.6
16,18,granite,2.75,0.9,0.1
17,18,emerald,2.7,0.8,0.2
18,18,ore,3.0,0.7,0.3
19,18,lead,11.3,0.8,0.2
0,19,diamond,3.5,1.0,0.0
1,19,gold,19.3,0.8,0.2
2,19,ruby,4.0,0.9,0.1
3,19,coal,1.3,0.3,0.7
4,19,limestone,2.7,0.4,0.6
5,19,copper,8.96,0.6,0.4
6,19,marble,2.7,0.7,0.3
7,19,ruby,4.0,0.9,0.1
8,19,palladium,12.0,0.8,0.2
9,19,sapphire,4.0,0.9,0.1
10,19,topaz,3.5,0.7,0.3
11,19,copper,8.96,0.6,0.4
12,19,topaz,3.5,0.7,0.3
13,19,mineral,2.8,0.65,0.35
14,19,topaz,3.5,0.7,0.3
15,19,emerald,2.7,0.8,0.2
16,19,stone,2.5,0.6,0.4
17,19,copper,8.96,0.6,0.4
18,19,silver,10.5,0.7,0.3
19,19,gold,19.3,0.8,0.2
